,id,ad_creative_body,funding_entity,region_distribution,demographic_distribution,impressions,spend,ad_delivery_start_time,assistant_reply,true_age_group,predicted_age_group,llama_reply
59,503771501216391.0,Read our Sustainability Report and learn how we’re fueling America’s clean energy future.,"WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.038159', 'region': 'Colorado'}, {'percentage': '0.041412', 'region': 'Louisiana'}, {'percentage': '0.052519', 'region': 'Maryland'}, {'percentage': '0.09766', 'region': 'New Jersey'}, {'percentage': '0.213487', 'region': 'New York'}, {'percentage': '0.070369', 'region': 'North Carolina'}, {'percentage': '0.016898', 'region': 'Oklahoma'}, {'percentage': '0.108608', 'region': 'Pennsylvania'}, {'percentage': '0.018405', 'region': 'South Carolina'}, {'percentage': '0.216184', 'region': 'Texas'}, {'percentage': '0.070607', 'region': 'Virginia'}, {'percentage': '0.046013', 'region': 'Washington'}, {'percentage': '0.007775', 'region': 'West Virginia'}, {'percentage': '0.001904', 'region': 'Wyoming'}]","[{'percentage': '0.088849', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.029752', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.262553', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.613058', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.004646', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.001141', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '70000', 'upper_bound': '79999'}","{'lower_bound': '800', 'upper_bound': '899'}",2022-01-23,"Age group: Early working age (25-44)  
Explanation: This age group is generally more concerned with career development and future-focused topics like clean energy sustainability.",Early working,Early working,"Age group: Early working age (25-44)
Explanation: This age group is likely to be interested in sustainability and clean energy, with a growing family and established career."
60,1129821644224845.0,What is recompression? It's a process we use to keep our natural gas in the pipeline during routine maintenance or repair. Here's how it works. wmb.link/qo4,"WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.03808', 'region': 'Colorado'}, {'percentage': '0.050464', 'region': 'North Carolina'}, {'percentage': '0.029412', 'region': 'Maryland'}, {'percentage': '0.042105', 'region': 'New Jersey'}, {'percentage': '0.021053', 'region': 'South Carolina'}, {'percentage': '0.09257', 'region': 'Louisiana'}, {'percentage': '0.117957', 'region': 'New York'}, {'percentage': '0.066254', 'region': 'Oklahoma'}, {'percentage': '0.160062', 'region': 'Pennsylvania'}, {'percentage': '0.223839', 'region': 'Texas'}, {'percentage': '0.047988', 'region': 'Virginia'}, {'percentage': '0.020124', 'region': 'Wyoming'}, {'percentage': '0.049536', 'region': 'Washington'}, {'percentage': '0.040557', 'region': 'West Virginia'}]","[{'percentage': '0.002172', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.005585', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.009308', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.460751', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.008688', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.513497', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '3000', 'upper_bound': '3999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-23,"Age group: Early working age (25-44)
Explanation: This group likely works in industries related to natural gas or has an interest in technical aspects of energy maintenance.",Early working,Early working,"Age group: Late working age (45-64)

Explanation: This age group is more likely to own homes, be concerned with utility maintenance, and understand technical processes."
61,1319700185124392.0,What do farm animals and trash have in common? They are both sources of renewable natural gas.,"WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.032995', 'region': 'West Virginia'}, {'percentage': '0.010152', 'region': 'Wyoming'}, {'percentage': '0.085448', 'region': 'Louisiana'}, {'percentage': '0.043147', 'region': 'Maryland'}, {'percentage': '0.050761', 'region': 'Virginia'}, {'percentage': '0.049915', 'region': 'New Jersey'}, {'percentage': '0.033841', 'region': 'Colorado'}, {'percentage': '0.109137', 'region': 'New York'}, {'percentage': '0.063452', 'region': 'North Carolina'}, {'percentage': '0.075296', 'region': 'Oklahoma'}, {'percentage': '0.094755', 'region': 'Pennsylvania'}, {'percentage': '0.288494', 'region': 'Texas'}, {'percentage': '0.034687', 'region': 'Washington'}, {'percentage': '0.027919', 'region': 'South Carolina'}]","[{'percentage': '0.001691', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.001691', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.118343', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.527473', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.02705', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.323753', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '1000', 'upper_bound': '1999'}","{'lower_bound': '0', 'upper_bound': '99'}",2022-01-23,"Age group: Early working age (25-44)
Explanation: This group is typically environmentally conscious and actively involved in pursuing sustainable and renewable energy solutions.",Early working,Early working,"Age group: Late working age (45-64)

Explanation: This age group is likely to be established in their careers, have a stronger environmental awareness, and appreciate innovative energy solutions."
62,1475354419512836.0,"Our Vice President of Investor Relations, Danilo Juvane, talks about our strong Q3 results and how our natural gas-focused strategy continues to deliver. Read more at wmb.link/7bv","WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.002455', 'region': 'Wyoming'}, {'percentage': '0.058932', 'region': 'Washington'}, {'percentage': '0.014733', 'region': 'West Virginia'}, {'percentage': '0.036219', 'region': 'Louisiana'}, {'percentage': '0.015347', 'region': 'Ohio'}, {'percentage': '0.004297', 'region': 'Washington, District of Columbia'}, {'percentage': '0.305709', 'region': 'New York'}, {'percentage': '0.089012', 'region': 'Virginia'}, {'percentage': '0.036219', 'region': 'Colorado'}, {'percentage': '0.119091', 'region': 'North Carolina'}, {'percentage': '0.044199', 'region': 'Oklahoma'}, {'percentage': '0.273788', 'region': 'Texas'}]","[{'percentage': '0.001812', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.003019', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.31401', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.152778', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.202899', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.325483', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-11-18,"Age group: Late working age (45-64)
Explanation: This group is likely interested in investment opportunities and financial strategies, aligning with the focus on investor relations.",Early working,Late working,"Age group: Late working age (45-64)

Explanation: The ad's finance-focused content and assumption of existing investor knowledge suggest a more mature and experienced audience."
63,1590956054586476.0,"Hear our President and CEO, Alan Armstrong, explain how Williams is providing clean, reliable energy. Learn more.","WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.006369', 'region': 'Wyoming'}, {'percentage': '0.015924', 'region': 'West Virginia'}, {'percentage': '0.014331', 'region': 'Washington, District of Columbia'}, {'percentage': '0.023885', 'region': 'Colorado'}, {'percentage': '0.023885', 'region': 'Oklahoma'}, {'percentage': '0.089172', 'region': 'North Carolina'}, {'percentage': '0.068471', 'region': 'Louisiana'}, {'percentage': '0.020701', 'region': 'Ohio'}, {'percentage': '0.273885', 'region': 'Texas'}, {'percentage': '0.109873', 'region': 'Virginia'}, {'percentage': '0.297771', 'region': 'New York'}, {'percentage': '0.055732', 'region': 'Washington'}]","[{'percentage': '0.001597', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.129393', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.215655', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.376997', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.276358', 'age': '25-34', 'gender': 'male'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-11-17,"Age group: Early working age (25-44)  
Explanation: This group is most likely concerned with reliable energy for growing personal and professional responsibilities.",Early working,Early working,"Age group: Late working age (45-64)

Explanation: As the ad promotes a CEO's message, it may appeal more to established professionals in this age group."
64,293972455744334.0,How we power our homes pollutes the planet more than our gas-powered cars do.,Rhythm,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.62402', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.369308', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.006672', 'age': '35-44', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-11,"Age group: Late working age (45-64)
Explanation: They are established homeowners whose energy choices significantly impact home pollution, making them key targets for change.",Early working,Late working,"Age group: Early working age (25-44)

Explanation: This age group is likely to have established homes and families, making them concerned about pollution and energy consumption."
65,405647090921448.0,Our homes and how we power them account for 25% of our greenhouse gas emissions. Fuel for our cars? 23%.,Rhythm,"[{'percentage': '1', 'region': 'Texas'}]","[{'percentage': '0.162936', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.83343', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.003634', 'age': '25-34', 'gender': 'unknown'}]","{'lower_bound': '10000', 'upper_bound': '14999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-11,"Age group: Early working age (25-44)  
Explanation: This group likely owns homes and cars, and are motivated to reduce greenhouse gas emissions and save on utilities.",Early working,Early working,"Age group: Early working age (25-44)
Explanation: This age group is likely to be homeowners and have cars, making them most relevant to the ad's message."
66,616180316502761.0,Read our 2020 Sustainability Report and learn how we’re fueling America’s clean energy future.,"WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.002137', 'region': 'Wyoming'}, {'percentage': '0.053437', 'region': 'Colorado'}, {'percentage': '0.027536', 'region': 'Washington, District of Columbia'}, {'percentage': '0.056832', 'region': 'Louisiana'}, {'percentage': '0.274888', 'region': 'New York'}, {'percentage': '0.096501', 'region': 'North Carolina'}, {'percentage': '0.01776', 'region': 'Ohio'}, {'percentage': '0.022538', 'region': 'Oklahoma'}, {'percentage': '0.277937', 'region': 'Texas'}, {'percentage': '0.096187', 'region': 'Virginia'}, {'percentage': '0.063245', 'region': 'Washington'}, {'percentage': '0.011002', 'region': 'West Virginia'}]","[{'percentage': '0.000835', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.004174', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.030212', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.082384', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.268918', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.613478', 'age': '25-34', 'gender': 'female'}]","{'lower_bound': '250000', 'upper_bound': '299999'}","{'lower_bound': '4000', 'upper_bound': '4499'}",2021-10-08,"Age group: Early working age (25-44)  
Explanation: This group is most likely interested in sustainability and long-term energy plans, and they are within a working-age demographic.",Early working,Early working,"Age group: Early working age (25-44)
Explanation: This age group is likely to be established in their careers and interested in sustainability and clean energy initiatives."
67,1288995251522610.0,"Natural gas plays a pivotal role in today's global economy and will continue to be a critical to the future of energy, according to a new study by IHS Markit. Read more at wmb.link/gx4","WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.01113', 'region': 'West Virginia'}, {'percentage': '0.003339', 'region': 'Wyoming'}, {'percentage': '0.01892', 'region': 'Ohio'}, {'percentage': '0.027268', 'region': 'Oklahoma'}, {'percentage': '0.025598', 'region': 'Washington, District of Columbia'}, {'percentage': '0.07123', 'region': 'Louisiana'}, {'percentage': '0.269894', 'region': 'New York'}, {'percentage': '0.094602', 'region': 'Virginia'}, {'percentage': '0.289928', 'region': 'Texas'}, {'percentage': '0.042293', 'region': 'Washington'}, {'percentage': '0.106845', 'region': 'North Carolina'}, {'percentage': '0.038954', 'region': 'Colorado'}]","[{'percentage': '0.004907', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.027263', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.570338', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.336423', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.061069', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '2000', 'upper_bound': '2999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-10-07,"Age group: Late working age (45-64)
Explanation: Established professionals are more likely to engage with energy market insights and understand natural gas's economic impact.",Early working,Late working,"Age group: Late working age (45-64)

Explanation: This age group is more likely to be interested in energetic and economic topics, having established careers and investments."
68,537664893988264.0,"Cows at this Washington dairy are part of our clean energy future. Williams is partnering with the dairy and Promus Energy to turn manure into sustainable, renewable natural gas. Read more at wmb.link/9qf","WILLIAMS COMPANIES, INC., THE","[{'percentage': '0.036232', 'region': 'Washington'}, {'percentage': '0.007246', 'region': 'Washington, District of Columbia'}, {'percentage': '0.050725', 'region': 'Colorado'}, {'percentage': '0.217391', 'region': 'New York'}, {'percentage': '0.072464', 'region': 'North Carolina'}, {'percentage': '0.036232', 'region': 'Ohio'}, {'percentage': '0.050725', 'region': 'Oklahoma'}, {'percentage': '0.376812', 'region': 'Texas'}, {'percentage': '0.072464', 'region': 'Virginia'}, {'percentage': '0.072464', 'region': 'West Virginia'}, {'percentage': '0.007246', 'region': 'Wyoming'}]","[{'percentage': '0.007246', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.007246', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.195652', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.449275', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.23913', 'age': '35-44', 'gender': 'male'}, {'percentage': '0.101449', 'age': '35-44', 'gender': 'female'}]","{'lower_bound': '0', 'upper_bound': '999'}","{'lower_bound': '0', 'upper_bound': '99'}",2021-09-10,"Age group: Early working age (25-44)  
Explanation: This group likely values sustainability and energy innovation, aligning with the ad’s clean energy and renewable natural gas focus.",Early working,Early working,"Age group: Early working age (25-44)

Explanation: This age group is most concerned about environmental issues and sustainable energy sources, aligning with ad's message."
69,228913805799070.0,Ohio Propane is the clean fuel heating rural-homes and fueling appliances.,CR,"[{'percentage': '1', 'region': 'Ohio'}]","[{'percentage': '0.888971', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.111029', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '15000', 'upper_bound': '19999'}","{'lower_bound': '200', 'upper_bound': '299'}",2021-08-05,"Age group: Late working age (45-64)
Explanation: Likely homeowners in rural areas seeking reliable, clean fuel solutions for heating and appliances.",Early working,Late working,"Age group: Late working age (45-64)
Explanation: This age group is likely established in rural homes, valuing propane's ease of use and reliability for appliances."
70,147601104060506.0,"We’re making a positive impact today to create a more sustainable tomorrow. We’ve been reducing greenhouse gas emissions, increasing our use of renewable energy and supporting responsible sourcing to better manage resources used to make your favorite brands—and so much more!","KOHL'S, INC.","[{'percentage': '0.007471', 'region': 'Alabama'}, {'percentage': '0.06038', 'region': 'Pennsylvania'}, {'percentage': '0.005868', 'region': 'Nevada'}, {'percentage': '0.003921', 'region': 'New Hampshire'}, {'percentage': '0.069918', 'region': 'New Jersey'}, {'percentage': '0.002067', 'region': 'New Mexico'}, {'percentage': '0.116654', 'region': 'New York'}, {'percentage': '0.025302', 'region': 'North Carolina'}, {'percentage': '0.001497', 'region': 'North Dakota'}, {'percentage': '0.04757', 'region': 'Ohio'}, {'percentage': '0.004332', 'region': 'Oklahoma'}, {'percentage': '0.006266', 'region': 'Oregon'}, {'percentage': '0.005299', 'region': 'Rhode Island'}, {'percentage': '0.001047', 'region': 'Montana'}, {'percentage': '0.008306', 'region': 'South Carolina'}, {'percentage': '0.001841', 'region': 'South Dakota'}, {'percentage': '0.013804', 'region': 'Tennessee'}, {'percentage': '0.048153', 'region': 'Texas'}, {'percentage': '0.00767', 'region': 'Utah'}, {'percentage': '0.001417', 'region': 'Vermont'}, {'percentage': '0.024454', 'region': 'Virginia'}, {'percentage': '0.01179', 'region': 'Washington'}, {'percentage': '0.003193', 'region': 'West Virginia'}, {'percentage': '0.022931', 'region': 'Wisconsin'}, {'percentage': '0.004703', 'region': 'Nebraska'}, {'percentage': '0.013671', 'region': 'Missouri'}, {'percentage': '0.000914', 'region': 'Alaska'}, {'percentage': '0.002159', 'region': 'Idaho'}, {'percentage': '0.014492', 'region': 'Arizona'}, {'percentage': '0.003656', 'region': 'Arkansas'}, {'percentage': '0.11839', 'region': 'California'}, {'percentage': '0.008624', 'region': 'Colorado'}, {'percentage': '0.019354', 'region': 'Connecticut'}, {'percentage': '0.004372', 'region': 'Delaware'}, {'percentage': '0.006014', 'region': 'Washington, District of Columbia'}, {'percentage': '0.042656', 'region': 'Florida'}, {'percentage': '0.027143', 'region': 'Georgia'}, {'percentage': '0.003656', 'region': 'Hawaii'}, {'percentage': '0.044497', 'region': 'Illinois'}, {'percentage': '0.004756', 'region': 'Mississippi'}, {'percentage': '0.019738', 'region': 'Indiana'}, {'percentage': '0.008968', 'region': 'Iowa'}, {'percentage': '0.005458', 'region': 'Kansas'}, {'percentage': '0.011406', 'region': 'Kentucky'}, {'percentage': '0.015459', 'region': 'Louisiana'}, {'percentage': '0.003206', 'region': 'Maine'}, {'percentage': '0.027157', 'region': 'Maryland'}, {'percentage': '0.034178', 'region': 'Massachusetts'}, {'percentage': '0.033952', 'region': 'Michigan'}, {'percentage': '0.019791', 'region': 'Minnesota'}, {'percentage': '0.000477', 'region': 'Wyoming'}]","[{'percentage': '0.005164', 'age': '25-34', 'gender': 'unknown'}, {'percentage': '0.00278', 'age': '35-44', 'gender': 'unknown'}, {'percentage': '0.183917', 'age': '25-34', 'gender': 'male'}, {'percentage': '0.600561', 'age': '25-34', 'gender': 'female'}, {'percentage': '0.158371', 'age': '35-44', 'gender': 'female'}, {'percentage': '0.049207', 'age': '35-44', 'gender': 'male'}]","{'lower_bound': '100000', 'upper_bound': '124999'}","{'lower_bound': '700', 'upper_bound': '799'}",2021-05-29,"Age group: Early working age (25-44)  
Explanation: This age group prioritizes sustainability and corporate responsibility, aligning with their purchasing power and environmental concerns.",Early working,Early working,"Age group: Early working age (25-44)
Explanation: This age group is likely to have a higher interest in sustainability and take action to create a better future for their families."
